STOCK|CODE
Rhodia Specialty Chemicals India Ltd.-$|BOM506230
Riba Textiles Ltd|BOM531952
Rich Universe Network Ltd|BOM530271
Richa Industries Ltd|BOM532766
Richfield Financial Services Ltd|BOM539435
Richirich Inventures Limited|BOM519230
Rico Auto Industries Ltd|BOM520008
Ricoh India Ltd|BOM517496
Riddhi Siddhi Gluco Biols Ltd.-$|BOM524480
Ridhi Synthetics Ltd|BOM504365
Riga Sugar Company Ltd.-$|BOM507508
Risa International Ltd|BOM530251
Rishab Financial Services Ltd|BOM531218
Rishab Special Yarns Ltd|BOM514177
Rishabh Digha Steel & Allied Products Ltd.-$|BOM531539
Rishabhdev Technocable Ltd|BOM533083
Rishi Laser Ltd|BOM526861
Rishi Techtex Ltd|BOM523021
Rishiroop Ltd|BOM526492
Rishiroop Rubber (international) Ltd|BOM523658
Ritesh International Ltd|BOM519097
Ritesh Properties & Industries Ltd|BOM526407
Rlf Ltd|BOM512618
Rmg Alloy Steel Limited|BOM500365
Rnb Industries Ltd|BOM531250
Rockland Thermionics Ltd|BOM530061
Rockon Enterprises Ltd|BOM531447
Rodium Realty Limited|BOM531822
Rohit Ferro-tech Ltd|BOM532731
Rolcon Engineering Co.ltd|BOM505807
Rollatainers Ltd|BOM502448
Rolta India Ltd|BOM500366
Roopa Industries Ltd|BOM530991
Rose Investments Ltd|BOM501154
Rosekamal Textiles Ltd|BOM512309
Roselabs Finance Ltd|BOM531324
Roselabs Ltd|BOM535503
Rossell India Ltd|BOM533168
Roto Pumps Ltd|BOM517500
Royal Cushion Vinyl Products Ltd.-$|BOM526193
Royal India Corporation Limited|BOM512047
Royal Orchid Hotels Ltd|BOM532699
Royale Manor Hotels & Industries Ltd|BOM526640
Rpg Life Sciences Ltd|BOM532983
Rpp Infra Projects Ltd|BOM533284
Rr Financial Consultants Ltd|BOM511626
Rsc International Ltd|BOM530179
Rswm Ltd|BOM500350
Rts Power Corporation Ltd|BOM531215
Rubber Products Ltd|BOM526496
Rubfila International Ltd|BOM500367
Rubra Medicaments Ltd|BOM531099
Ruby Mills Ltd|BOM503169
Ruby Traders & Exporters Ltd|BOM538742
Ruchi Infrastructure Ltd|BOM509020
Ruchi Soya Industries Ltd|BOM500368
Ruchi Strips & Alloys Ltd|BOM513295
Ruchira Papers Ltd|BOM532785
Rudraksh Cap-tech Ltd|BOM511463
Runeecha Textiles Ltd|BOM590124
Rungta Irrigation Ltd|BOM530449
Rupa & Company Ltd|BOM533552
Rural Electrification Corporation Ltd|BOM532955
Rushil Decor Ltd|BOM533470
Rutron International Ltd|BOM504335
Ruttonsha International Rectifier Ltd|BOM517035
S Kumars.com Ltd|BOM532316
S R G Securities Finance Ltd|BOM536710
S R K Industries Ltd|BOM531307
S T Services Ltd|BOM538876
S V Global Mill Ltd|BOM535621
S&t Corporation Ltd|BOM514197
S.a.l.steel Ltd|BOM532604
S.e. Power Ltd|BOM534598
S.e.investments Ltd|BOM532900
S.kumars Nationwide Ltd|BOM514304
S.m.energy Teknik & Electronics Ltd|BOM522042
S.r.industries Ltd|BOM513515
S.s.forgings & Engineering Ltd|BOM522296
S.v.trading & Agencies Ltd|BOM503622
Saamya Biotech (india) Ltd|BOM532905
Sab Industries Ltd|BOM539112
Sabero Organics Gujarat Ltd|BOM524446
Saboo Brothers Ltd|BOM530267
Saboo Sodium Chloro Ltd|BOM530461
Sacheta Metals Ltd|BOM531869
Sadbhav Engineering Ltd|BOM532710
Sadbhav Infrastructure Project Ltd|BOM539346
Sadhana Nitrochem Ltd|BOM506642
Safal Herbs Limited|BOM532034
Safal Securities Ltd|BOM531448
Safari Industries (india) Ltd|BOM523025
Saffron Industries Limited|BOM531436
Sagar Cements Ltd.-$|BOM502090
Sagar Productions Limited|BOM532092
Sagar Soya Products Ltd|BOM507663
Sagar Systech Ltd|BOM511254
Sagar Tourist Resorts Ltd|BOM526085
Sahara Housingfina Corporation Ltd|BOM511533
Sahara One Media & Entertainment Ltd.-$|BOM503691
Sahyadri Industries Ltd|BOM532841
Sai Baba Investment And Commercial Enterprises Ltd|BOM538557
Sai Capital Ltd|BOM531931
Sai Industries Ltd|BOM530905
Saianand Commercial Limited|BOM512097
Sainik Finance & Industries Ltd|BOM530265
Saint-gobain Sekurit India Ltd|BOM515043
Saksoft Ltd|BOM590051
Sakthi Finance Ltd|BOM511066
Sakthi Sugars Ltd|BOM507315
Sakuma Exports Ltd|BOM532713
Salguti Industries Ltd|BOM526554
Salona Cotspin Ltd|BOM590056
Salora International Ltd|BOM500370
Salzer Electronics Ltd.-$|BOM517059
Sam Industries Ltd|BOM532005
Sam Leaseco Ltd|BOM504345
Sambandam Spinning Mills Ltd.-$|BOM521240
Sambhaav Media Ltd|BOM511630
Samkrg Pistons & Rings Ltd.-$|BOM520075
Sampre Nutritions Ltd|BOM530617
Samrat Pharmachem Ltd.-$|BOM530125
Samruddhi Realty Ltd|BOM535466
Samtel Color Ltd|BOM500372
Samtel India Ltd.-$|BOM500371
Samtex Fashions Ltd.-$|BOM521206
Samyak International Ltd|BOM530025
Sanblue Corporation Ltd|BOM521222
Sancia Global Infraprojects Limited|BOM532836
Sanco Trans Ltd|BOM523116
Sand Plast (india) Ltd|BOM533079
Sandesh Ltd|BOM526725
Sandu Pharmaceuticals Ltd|BOM524703
Sandur Manganese & Iron Ores Ltd|BOM504918
Sang Froid Labs (india) Ltd|BOM539392
Sangal Papers Ltd|BOM516096
Sangam (india) Ltd|BOM514234
Sangam Advisors Ltd|BOM534618
Sanghi Corporate Services Ltd|BOM511640
Sanghi Industries Ltd|BOM526521
Sanghvi Forging And Engineering Ltd|BOM533411
Sanghvi Movers Ltd|BOM530073
Sanguine Media Ltd|BOM531898
Sanjivani Paranteral Ltd|BOM531569
Sankhya Infotech Ltd|BOM532972
Sanmit Infra Limited|BOM532435
Sanmitra Commercial Ltd|BOM512062
Sanofi India Ltd|BOM500674
Sanrhea Technical Textiles Ltd|BOM514280
Santaram Spinners Ltd|BOM531323
Santosh Fine-fab Ltd|BOM530035
Santowin Corporation Ltd|BOM512465
Sanwaria Agro Oils Ltd.-$|BOM519260
Sapan Chemicals Ltd|BOM531781
Saptarishi Agro Industries Ltd|BOM519238
Sar Auto Products Ltd|BOM538992
Saraswati Commercial (india) Ltd|BOM512020
Sarda Energy & Minerals Ltd.-$|BOM504614
Sarda Papers Ltd|BOM516032
Sarda Plywood Industries Ltd|BOM516003
Sarda Proteins Ltd|BOM519242
Saregama India Ltd|BOM532163
Sarla Performance Fibers Ltd.-$|BOM526885
Sarthak Global Ltd|BOM530993
Sarthak Industries Ltd|BOM531930
Sarup Industries Ltd.-$|BOM514412
Sarvamangal Mercantile Co.ltd|BOM506190
Sarvottam Finvest Ltd|BOM539124
Sashwat Technocrats Limited|BOM506313
Sasken Communication Technologies Ltd|BOM532663
Sat Industries Ltd.-$|BOM511076
Satellite Engineering Ltd|BOM522279
Sathavahana Ispat Ltd|BOM526093
Satia Industries Ltd|BOM539201
Satin Creditcare Network Ltd|BOM539404
Satkar Finlease Ltd|BOM536592
Satra Properties (india) Ltd|BOM508996
Satya Miners & Transporters Ltd|BOM537068
Satyam Silk Mills Ltd|BOM503893
Saumya Capital Limited|BOM531160
Saumya Consultants Ltd|BOM539218
Saurashtra Cement Ltd|BOM502175
Savani Financials Ltd|BOM511577
Savant Infocomm Ltd|BOM517320
Saven Technologies Ltd|BOM532404
Savera Industries Ltd|BOM512634
Savita Oil Technologies Ltd|BOM524667
Sawaca Business Machines Ltd|BOM531893
Sayaji Hotels Ltd|BOM523710
Sb & T International Ltd|BOM513583
Sbec Sugar Ltd|BOM532102
Sbi Equity Opportunities Fund - Series I- Regular Plan -growth|BOM538709
Sbi Equity Opportunities Fund - Series I-direct Plan - Dividend Payout|BOM538712
Sbi Equity Opportunities Fund - Series I-direct Plan -growth|BOM538711
Sbi Equity Opportunities Fund - Series I-regular Plan- Dividend Payout|BOM538710
Sbi Equity Opportunities Fund - Series Ii-direct Plan - Dividend Payout|BOM538821
Sbi Equity Opportunities Fund - Series Ii-direct Plan -growth|BOM538820
Sbi Equity Opportunities Fund - Series Ii-regular Plan -growth|BOM538818
Sbi Equity Opportunities Fund - Series Ii-regular Plan- Dividend Payout|BOM538819
Sbi Mutual Fund - Sbi - Etf Bse 100|BOM539031
Sbi Mutual Fund - Sbi Sensex Etf|BOM535276
Sc Agrotech Ltd|BOM526081
Scan Projects Ltd|BOM531797
Scan Steels Limited|BOM511672
Scandent Imaging Limited|BOM516110
Scanpoint Geomatics Ltd|BOM526544
Schablona India Ltd|BOM507894
Schneider Electric Infrastructure Ltd|BOM534139
Schneider Electric President Systems Limited|BOM590033
Schrader Duncan Ltd.-$|BOM504908
Scintilla Commercial & Credit Ltd|BOM538857
Scooters India Ltd|BOM505141
Scope Industries (india) Limited|BOM531886
Sea Gold Aqua Farms Ltd|BOM530361
Sea Tv Network Ltd|BOM533268
Seamec Ltd|BOM526807
Seasons Furnishings Ltd|BOM521182
Seasons Textiles Ltd.-$|BOM514264
Secunderabad Healthcare Ltd|BOM524540
Secure Earth Technoligies Ltd|BOM511503
Sel Manufacturing Company Ltd|BOM532886
Selan Exploration Technology Ltd.-$|BOM530075
Selanbbph|BOM533044
Sellwin Traders Ltd|BOM538875
Senbo Industries Ltd|BOM532021
Senthil Infotek Ltd|BOM531980
Sequel E-routers Ltd|BOM521238
Sequent Scientific Ltd|BOM512529
Ser Industries Ltd|BOM507984
Servalakshmi Paper Ltd|BOM533401
Servotech Engineering Industries Ltd|BOM531944
Seshachal Technologies Ltd|BOM531794
Seshasayee Paper & Boards Ltd|BOM502450
Setco Automotive Ltd|BOM505075
Seven Hill Industries Limited|BOM511760
Sezal Glass Limited|BOM532993
Sfl International Ltd|BOM530867
Sgn Telecoms Ltd|BOM531812
Shaba Chemicals Ltd|BOM524546
Shah Alloys Ltd|BOM513436
Shah Construction Co.ltd|BOM509870
Shah Foods Ltd|BOM519031
Shaily Engineering Plastics Ltd|BOM501423
Shakti Press Ltd|BOM526841
Shakti Pumps (india) Ltd.-$|BOM531431
Shalibhadra Finance Ltd|BOM511754
Shalimar Paints Ltd.-$|BOM509874
Shalimar Productions Ltd|BOM512499
Shalimar Wires Industries Ltd|BOM532455
Shantanu Sheorey Aquakult Ltd|BOM531925
Shanthi Gears Ltd|BOM522034
Shantivijay Jewels Ltd.-$|BOM530989
Sharad Fibres & Yarn Processors Ltd|BOM514402
Sharda Cropchem Ltd|BOM538666
Sharda Ispat Ltd|BOM513548
Sharda Motor Industries Ltd|BOM535602
Shardul Securities Ltd|BOM512393
Sharon Bio-medicine Ltd.-$|BOM532908
Sharp India Ltd|BOM523449
Sharp Industries Ltd|BOM523359
Sharp Investments Ltd|BOM538212
Shasun Pharmaceuticals Ltd|BOM524552
Sheetal Diamonds Ltd|BOM530525
Shekhawati Poly-yarn Ltd|BOM533301
Shell Infotech Ltd|BOM503630
Shelter Infra Projects Ltd.-$|BOM526839
Shemaroo Entertainment Ltd|BOM538685
Sheraton Properties & Finance Ltd|BOM512367
Shervani Industrial Syndicate Ltd|BOM526117
Sheshadri Industries Ltd|BOM539111
Shetron Ltd|BOM526137
Shikhar Leasing & Trading Ltd|BOM507952
Shilchar Technologies Ltd|BOM531201
Shilp Gravures Ltd.-$|BOM513709
Shilpa Medicare Ltd|BOM530549
Shilpi Cable Technologies Ltd|BOM533389
Shipping Corporation Of India Ltd|BOM523598
Shirpur Gold Refinery Ltd|BOM512289
Shiva Cement Ltd|BOM532323
Shiva Global Agro Industries Ltd|BOM530433
Shiva Medicare Ltd|BOM524602
Shiva Suitings Ltd|BOM521003
Shiva Texyarn Ltd|BOM511108
Shivagrico Implements Ltd|BOM522237
Shivalik Bimetal Controls Ltd|BOM513097
Shivalik Rasayan Ltd|BOM539148
Shivam Autotech Ltd|BOM532776
Shivkrupa Machineries And Engineering Services Ltd|BOM539359
Shoppers Stop Ltd|BOM532638
Shree Ajit Pulp & Paper Ltd-$|BOM590058
Shree Ajit Pulp And Paper Ltd|BOM538795
Shree Ashtavinayak Cine Vision Ltd|BOM532793
Shree Bhavya Fabrics Ltd|BOM521131
Shree Bhawani Paper Mills Ltd|BOM502563
Shree Cement Ltd|BOM500387
Shree Digvijay Cement Co.ltd.-$|BOM502180
Shree Ganesh Elastoplast Ltd|BOM530797
Shree Ganesh Forgings Ltd|BOM532643
Shree Ganesh Jewellery House (i) Ltd|BOM533180
Shree Global Tradefin Ltd|BOM512463
Shree Hanuman Sugar & Industries Ltd|BOM537709
Shree Hari Chemicals Export Ltd|BOM524336
Shree Karthik Papers Ltd|BOM516106
Shree Krishna Paper Mills & Industries Ltd|BOM500388
Shree Manufacturing Co.ltd|BOM503863
Shree Metalloys Ltd|BOM531962
Shree Om Trades Ltd|BOM506180
Shree Pacetronix Ltd|BOM527005
Shree Precoated Steels Ltd|BOM533110
Shree Pushkar Chemicals & Fertilisers Ltd|BOM539334
Shree Rajasthan Syntex Ltd.-$|BOM503837
Shree Rajeshwaranand Paper Mills Ltd|BOM516086
Shree Ram Urban Infrastructure Ltd|BOM503205
Shree Rama Multi-tech Ltd|BOM532310
Shree Rama Newsprint Ltd|BOM500356
Shree Rang Mark Travels Ltd|BOM531149
Shree Rani Sati Investment & Finance Ltd|BOM501267
Shree Renuka Sugars Ltd|BOM532670
Shree Salasar Investment Ltd|BOM503635
Shree Securities Ltd|BOM538975
Shree Shaleen Textiles Limited|BOM505513
Shree Steel Wire Ropes Ltd|BOM513488
Shree Surgovind Tradelink Ltd|BOM531667
Shree Tulsi Online.com Ltd|BOM590128
Shreejal Info Hubs Ltd|BOM506874
Shreekrishna Biotech Ltd|BOM505592
Shreenath Industrial Investment Company Ltd|BOM539224
Shreevatsaa Finance & Leasing Ltd|BOM532007
Shrenuj & Co.ltd|BOM523236
Shreyans Industries Ltd.-$|BOM516016
Shreyas Intermediates Ltd|BOM526335
Shreyas Shipping & Logistics Ltd|BOM520151
Shri Aster Silicates Limited|BOM533219
Shri Bajrang Alloys Ltd|BOM526981
Shri Bholanath Carpets Ltd|BOM530841
Shri Dinesh Mills Ltd.-$|BOM503804
Shri Jagdamba Polymers Ltd|BOM512453
Shri Kalyan Holdings Ltd|BOM532083
Shri Krishna Devcon Ltd|BOM531080
Shri Krishna Prasadam Ltd|BOM537954
Shri Lakshmi Cotsyn Ltd|BOM526049
Shri Mahalaxmi Agricultural Development Ltd|BOM539010
Shri Niwas Leasing And Finance Ltd|BOM538897
Shricon Industries Ltd|BOM508961
Shriram Asset Management Co.ltd|BOM531359
Shriram City Union Finance Ltd|BOM532498
Shriram Epc Ltd|BOM532945
Shriram Transport Finance Co.ltd|BOM511218
Shristi Infrastructure Development Corporation Ltd|BOM511411
Shubhra Leasing Finance And Investment Company Ltd|BOM538565
Shukra Bullions Ltd|BOM531506
Shukra Jewellers Ltd|BOM523790
Shyam Century Ferrous Ltd|BOM539252
Shyam Telecom Ltd|BOM517411
Shyama Infosys Ltd|BOM531219
Shyamal Holdings & Trading Ltd|BOM505529
Shyamkamal Investments Ltd|BOM505515
Sibar Auto Parts Ltd|BOM520141
Sicagen India Ltd|BOM533014
Sical Logistics Ltd|BOM520086
Siddarth Businesses Ltd|BOM538520
Siddha Ventures Ltd|BOM530439
Siddhartha Tubes Ltd|BOM523728
Siddhi Vinayak Shipping Corporation Ltd|BOM537669
Siel Financial Services Ltd|BOM532217
Siemens Ltd|BOM500550
Signet Industries Limited|BOM512131
Sigrun Holdings Limited|BOM531863
Sika Interplant Systems Ltd|BOM523606
Sikozy Realtors Limited|BOM524642
Sil Investments Ltd|BOM521194
Silicon Valley Infotech Ltd|BOM531738
Silver Oak (india) Ltd|BOM531635
Silver Oak Commercial Ltd|BOM512197
Silverpoint Infratech Ltd|BOM536073
Silverton Spinners Limited|BOM531118
Simbhaoli Sugars Ltd.-$|BOM507446
Simmonds Marshall Ltd|BOM507998
Simplex Castings Ltd|BOM513472
Simplex Infrastructures Ltd|BOM523838
Simplex Mills Company Ltd|BOM533018
Simplex Papers Ltd|BOM533019
Simplex Projects Ltd|BOM532877
Simplex Realty Ltd|BOM503229
Simplex Trading & Agencies Ltd|BOM504382
Simran Farms Ltd|BOM519566
Sinclairs Hotels Ltd.-$|BOM523023
Sindhu Trade Links Limited|BOM532029
Sindu Valley Technologies Ltd|BOM505504
Singer India Ltd|BOM505729
Sinnar Bidi Udyog Ltd|BOM509887
Sinner Energy India Ltd|BOM539410
Sintex Industries Ltd|BOM502742
Sip Industries Ltd|BOM523164
Sir Shadi Lal Enterprises Ltd|BOM532879
Sirohia & Sons Ltd|BOM538667
Sirpur Paper Mills Ltd|BOM502455
Sita Enterprises Ltd|BOM512589
Sita Shree Food Products Ltd|BOM532961
Siti Cable Network Ltd|BOM532795
Siyaram Silk Mills Ltd.-$|BOM503811
Sj Corporation Ltd|BOM504398
Sjvn Ltd|BOM533206
Skf India Ltd|BOM500472
Skipper Ltd|BOM538562
Skp Securities Ltd|BOM531169
Sks Logistics Ltd.-$|BOM526508
Sks Microfinance Ltd|BOM533228
Sky Industries Ltd.-$|BOM526479
Skyline Millars Ltd|BOM505650
Skyline Ventures India Ltd|BOM538919
Skypak Service Specialist Ltd|BOM523846
Smartlink Network Systems Ltd|BOM532419
Smifs Capital Markets Ltd|BOM508905
Smilax Industries Limited|BOM519586
Smiths & Founders (india) Limited|BOM513418
Sml Isuzu Limited|BOM505192
Smruthi Organics Ltd.-$|BOM590046
Sms Pharmaceuticals Ltd|BOM532815
Sms Techsoft (india) Limited|BOM531838
Snl Bearings Ltd|BOM505827
Snowman Logistics Ltd|BOM538635
Sns Textiles Ltd|BOM514240
Sobha Limited|BOM532784
Sobhagya Merchantile Ltd|BOM512014
Socrus Bio Sciences Limited|BOM524719
Sofcom Systems Ltd|BOM538923
Softbpo Global Services Ltd|BOM504375
Softech Infinium Solutions Ltd|BOM530651
Softsol India Ltd|BOM532344
Software Technology Group International Ltd|BOM532293
Solar Industries India Ltd|BOM532725
Solid Carbide Tools Ltd|BOM500394
Solid Containers Ltd|BOM502460
Solid Stone Company Ltd|BOM513699
Solitaire Machine Tools Ltd|BOM522152
Som Datt Finance Corporation Ltd|BOM511571
Som Distilleries & Breweries Ltd|BOM507514
Soma Papers & Industries Ltd|BOM516038
Soma Textiles & Industries Ltd|BOM521034
Somany Ceramics Ltd|BOM531548
Somi Conveyor Beltings Ltd|BOM533001
Sona Koyo Steering Systems Ltd|BOM520057
Sonal Adhesives Ltd|BOM526901
Sonal Mercantile Ltd|BOM538943
Sonata Software Ltd|BOM532221
Soni Medicare Ltd|BOM539378
Source Industries (india) Ltd|BOM521036
Source Natural Foods & Herbal Suppl Ltd|BOM531398
South Asian Enterprises Ltd|BOM526477
South India Paper Mills Ltd|BOM516108
South India Projects Ltd|BOM538891
South Indian Bank Ltd|BOM532218
Southern Gas Ltd|BOM509910
Southern Ispat And Energy Ltd-$|BOM531645
Southern Latex Ltd|BOM514454
Southern Magnesium & Chemicals Ltd|BOM513498
Southern Online Bio Technologies Ltd|BOM532669
Southern Petrochemicals Ltd|BOM590030
Sovereign Diamonds Ltd|BOM523826
Sowbhagya Media Ltd|BOM532025
Sp Capital Financing Ltd|BOM530289
Spaceage Products Ltd|BOM538920
Span Diagnostics Ltd.-$|BOM524727
Spanco Ltd.-$|BOM508976
Sparc Systems Ltd|BOM531370
Speciality Papers Ltd|BOM502465
Speciality Restaurants Ltd|BOM534425
Spectacle Ventures Ltd|BOM512413
Spectra Industries Ltd|BOM513687
Spectrum Foods Ltd|BOM531982
Specular Marketing & Financing Ltd|BOM512153
Speedage Commercials Ltd|BOM512291
Spel Semiconductor Ltd|BOM517166
Spenta International Ltd|BOM526161
Spentex Industries Ltd|BOM521082
Sphere Global Services Ltd|BOM532172
Spice Islands Apparels Ltd.-$|BOM526827
Spice Mobility Limited-$|BOM517214
Spicejet Ltd|BOM500285
Spisys Ltd|BOM539168
Spl Industries Ltd|BOM532651
Spml Infra Limited|BOM500402
Sportking India Ltd|BOM539221
Sps Finquest Ltd|BOM538402
Sps International Ltd|BOM530177
Sql Star International Ltd.-$|BOM532249
Sqs India Bfsi Limited|BOM533121
Square Four Projects India Limited|BOM526532
Sree Jayalakshmi Autospin Ltd|BOM530037
Sree Rayalaseema Alkalies & Allied Chemicals Ltd|BOM507753
Sree Rayalaseema Hi-strength Hypo Ltd|BOM532842
Sree Sakthi Paper Mills Ltd|BOM532701
Sreeleathers Ltd|BOM535601
Srei Infrastructure Finance Ltd|BOM523756
Srestha Finvest Ltd|BOM539217
Srf Ltd|BOM503806
Srfbbph|BOM533102
Srg Housing Finance Ltd|BOM534680
Sri Adhikari Brothers Television Network Ltd|BOM530943
Sri Amarnath Finance Ltd|BOM538863
Sri Arumuga Enterprise Limited|BOM507918
Sri Kpr Industries Ltd|BOM514442
Sri Krishna Constructions (india) Ltd|BOM539363
Sri Lakshmi Saraswathi Textiles (arni) Ltd.-$|BOM521161
Sri Nachammai Cotton Mills Ltd.-$|BOM521234
Sri Ramakrishna Mills (coimbatore) Ltd.-$|BOM521178
Sri Vajra Granites Ltd|BOM515081
Srikalahasthi Pipes Limited|BOM513605
Srinivasa Hatcheries Ltd.-$|BOM526893
Srm Energy Ltd|BOM523222
Srs Finance Ltd|BOM536799
Srs Ltd|BOM533569
Srs Real Infrastructure Ltd|BOM533305
Ss Organics Ltd|BOM524636
Ssk Lifestyles Limited|BOM514336
Sspdl Ltd.-$|BOM530821
Sspn Finance Ltd|BOM539026
Stampede Capital Limited|BOM531723
Standard Batteries Ltd|BOM504180
Standard Capital Markets Ltd|BOM511700
Standard Chartered Plc|BOM580001
Standard Industries Ltd|BOM530017
Standard Shoe Sole And Mould (india) Ltd|BOM523351
Stanpacks (india) Ltd|BOM530931
Stanrose Mafatlal Investments And Finance Ltd|BOM506105
Star Delta Transformers Ltd|BOM539255
Star Delta Transformers Ltd|BOM590129
Star Ferro And Cement Ltd|BOM536666
Star Paper Mills Ltd|BOM516022
Starcom Information Technology Ltd|BOM531616
Starlit Power Systems Ltd|BOM538733
Starlite Components Ltd|BOM517548
Starlog Enterprises Ltd|BOM520155
State Bank Of Bikaner & Jaipur|BOM501061
State Bank Of India|BOM500112
State Bank Of Mysore|BOM532200
State Bank Of Travancore|BOM532191
State Trading Corporation Of India Ltd|BOM512531
Steel Authority Of India Ltd|BOM500113
Steel Exchange India Ltd|BOM534748
Steel Strips Infrastructures Ltd|BOM513173
Steel Strips Wheels Ltd.-$|BOM513262
Steelcast Ltd|BOM513517
Steelco Gujarat Ltd|BOM500399
Stel HoldingsÂ limited|BOM533316
Stelco Strips Ltd|BOM513530
Stellant Securities (india) Ltd|BOM526071
Stellar Capital Services Ltd|BOM536738
Step Two Corporation Ltd|BOM531509
Sterling Biotech Ltd|BOM512299
Sterling Green Woods Ltd|BOM526500
Sterling Guaranty & Finance Ltd|BOM508963
Sterling Holiday Resorts (india) Ltd.-$|BOM523363
Sterling International Enterprises Ltd.-$|BOM508998
Sterling Powergensys Limited|BOM513575
Sterling Spinners Ltd|BOM531628
Sterling Tools Ltd.-$|BOM530759
Sterling Webnet Ltd|BOM531901
Sterlite Technologies Ltd|BOM532374
Stewarts & Lloyds Of India Ltd.-$|BOM504960
Sti India Ltd|BOM513151
Stl Global Ltd|BOM532730
Stone India Ltd.-$|BOM522085
Store One Retail India Limited|BOM532679
Stovec Industries Ltd|BOM504959
Strides Shasun Ltd|BOM532531
Sturdy Industries Ltd|BOM530611
Stylam Industries Limited|BOM526951
Suashish Diamonds Ltd|BOM526733
Subex Ltd|BOM532348
Subh Tex (india) Ltd|BOM536671
Subhash Silk Mills Ltd|BOM530231
Subros Ltd|BOM517168
Subway Finance & Investment Co.ltd|BOM511024
Suchak Trading Ltd|BOM512075
Suchitra Finance & Trading Company Ltd|BOM538714
Sudal Industries Ltd|BOM506003
Sudar Industries Ltd|BOM533332
Sudarshan Chemical Industries Ltd|BOM506655
Sudev Industries Ltd|BOM526530
Suditi Industries Ltd|BOM521113
Sugal & Damani Share Brokers Ltd|BOM511654
Sujala Trading & Holdings Ltd|BOM539117
Sujana Metal Products Ltd|BOM513414
Sujana Towers Ltd|BOM532887
Sujana Universal Industries Ltd.-$|BOM517224
Sukhjit Starch & Chemicals Ltd.-$|BOM524542
Sulabh Engineers & Services Ltd|BOM508969
Sumedha Fiscal Services Ltd|BOM530419
Sumeet Industries Ltd.-$|BOM514211
Sumeru Industries Ltd|BOM530445
Summit Securities Ltd|BOM533306
Sun And Shine Worldwide Ltd|BOM532154
Sun Granite Export Ltd|BOM531013
Sun Pharma Advanced Research Company Ltd|BOM532872
Sun Pharmaceutical Industries Ltd|BOM524715
Sun Source (india) Ltd|BOM517403
Sun Techno Overseas Ltd|BOM531752
Sun Tv Network Ltd|BOM532733
Sunbright Stock Broking Ltd|BOM530763
Suncity Synthetics Ltd|BOM530795
Sundaram Brake Linings Ltd|BOM590072
Sundaram Finance Ltd|BOM590071
Sundaram Multi Pap Ltd|BOM533166
Sundaram-clayton Ltd|BOM520056
Sunday Exports Ltd|BOM530425
Sundram Fasteners Ltd|BOM500403
Sunflag Iron & Steel Co.ltd|BOM500404
Sungold Capital Ltd|BOM531433
Sunil Agro Foods Ltd.-$|BOM530953
Sunil Healthcare Ltd|BOM537253
Sunil Hitech Engineers Ltd|BOM532711
Sunil Industries Ltd|BOM521232
Sunitee Chemicals Ltd|BOM531945
Sunlake Resorts & Hotels Ltd|BOM531295
Sunraj Diamond Exports Ltd|BOM523425
Sunrise Asian Limited|BOM506615
Sunrise Industrial Traders Ltd|BOM501110
Sunshield Chemicals Ltd|BOM530845
Sunstar Realty Development Ltd|BOM535141
Sunteck Realty Ltd|BOM512179
Super Bakers (india) Ltd|BOM530735
Super Crop Safe Ltd|BOM530883
Super Domestic Machines Ltd|BOM531699
Super Sales India Ltd.-$|BOM512527
Super Spinning Mills Ltd|BOM521180
Super Tannery Limited|BOM523842
Superb Papers Ltd|BOM532070
Superhouse Ltd|BOM523283
Superior Industrial Enterprises Limited|BOM519234
Supertex Industries Ltd|BOM526133
Supra Trends Limited|BOM511539
Suprajit Engineering Ltd.-$|BOM532509
Supreme Holdings & Hospitality (india) Ltd|BOM530677
Supreme Industries Ltd|BOM509930
Supreme Infrastructure India Ltd|BOM532904
Supreme Petrochem Ltd|BOM500405
Supreme Tex Mart Ltd|BOM531934
Surabhi Chemicals & Investments Ltd|BOM512311
Suraj Ltd.-$|BOM531638
Suraj Products Ltd|BOM518075
Surana Corporation Ltd|BOM531102
Surana Industries Ltd|BOM513597
Surana Solar Limited|BOM533298
Surana Telecom And Power Limited|BOM517530
Surat Textile Mills Ltd|BOM530185
Surya India Ltd|BOM539253
Surya Industrial Corporation Ltd|BOM531262
Surya Marketing Ltd|BOM538575
Surya Pharmaceutical Ltd|BOM532516
Surya Roshni Ltd|BOM500336
Suryaamba Spinning Mills Ltd|BOM533101
Suryachakra Power Corporation Ltd|BOM532874
Suryajyoti Spinning Mills Ltd.-$|BOM521022
Suryakripa Finance Ltd|BOM511185
Suryalakshmi Cotton Mills Ltd|BOM521200
Suryalata Spinning Mills Ltd.-$|BOM514138
Suryavanshi Spinning Mills Ltd.-$|BOM514140
Suryo Foods & Industries Ltd|BOM519604
Suryodaya Investment & Trading Company Ltd|BOM501178
Sutlej Textiles & Industries Ltd|BOM532782
Suven Life Sciences Ltd|BOM530239
Suvidha Infraestate Corporation Limited|BOM531640
Suyog Telematics Ltd|BOM537259
Suzlon Energy Ltd|BOM532667
Sva India Ltd|BOM531885
Svam Software Ltd|BOM523722
Svaraj Trading & Agencies Ltd|BOM503624
Svc Resources Limited|BOM512449
Svc Superchem Ltd|BOM524488
Svogl Oil Gas And Energy Ltd-$|BOM522175
